data_format,development_key,status,year_completed,street_address,property_id,floors_above,town_planning_application,longitude,latitude
Post May 16,X0009400,COMPLETED,2023,539-557 Collins Street MELBOURNE VIC 3000,102105,35,TPMR-2019-9/A,144.9564,-37.8188
Post May 16,X0006400,COMPLETED,2023,"611-669 Elizabeth Street, Melbourne, 3000",103251,18,TPM-2019-6,144.9574997,-37.80324692
Post May 16,X0006600,COMPLETED,2023,"10-16 Mckillop Street, Melbourne, 3000",106375,7,TP-2019-342,144.9619028,-37.81533109
Post May 16,X0007418,COMPLETED,2023,"14-22 Bruce Street, Kensington, 3031",723542,8,TP-2019-587,144.93415,-37.79855781
Post May 16,X0005210,COMPLETED,2023,310-326 Exhibition Street MELBOURNE VIC 3000,692091,59,TPMR-2016-21/B,144.9695659,-37.80827441
Post May 16,X0008603,COMPLETED,2023,276-284 Russell Street MELBOURNE VIC 3000,108570,28,TP-2020-198,144.9671,-37.8099
Post May 16,X0007421,COMPLETED,2023,140-146 King Street MELBOURNE VIC 3000,105391,57,TPM-2015-13/A,144.9563,-37.8167
Post May 16,X0010801,COMPLETED,2023,17-37 Abbotsford Street WEST MELBOURNE VIC 3003,100002,12,TP-2016-970/B,144.9434178,-37.80717803
Post May 16,X0010802,COMPLETED,2023,17-37 Abbotsford Street WEST MELBOURNE VIC 3003,100002,4,TP-2016-970/B,144.9434178,-37.80717803
Post May 16,X0012400,COMPLETED,2023,41-59 Sims Street WEST MELBOURNE VIC 3003,108800,1,TP-2021-818/A,144.9114167,-37.80171659
Post May 16,X0001650,COMPLETED,2023,"137 Stanley Street, West Melbourne, 3003",109015,4,TP-2017-147,144.9474565,-37.80962821
Post May 16,X001176,COMPLETED,2024,5-15 Shiel Street NORTH MELBOURNE VIC 3051,108697,8,TP-2014-1068,144.943691,-37.79801261
Post May 16,X0010400,APPLIED,,"287-313 Macaulay Road, North Melbourne, 3051",106303,12,TP-2021-53,144.9371088,-37.79545188
Post May 16,X0011800,APPLIED,,"280-286 Macaulay Road, North Melbourne, 3051",617410,12,TP-2021-672,144.9369076,-37.79488185
Post May 16,X0012601,APPLIED,,"30 Albermarle Street, Kensington, 3031",100304,7,TP-2022-66,144.9336766,-37.79540759
Post Oct 22,X0013706,APPLIED,,"156-174 Kensington Road, West Melbourne, 3003",105234,15,TP-2022-481,144.9179043,-37.79896653
Post Oct 22,X0014102,APPLIED,,310-324 Ingles Street PORT MELBOURNE VIC 3207,110580,2,TP-2015-578/B,144.937,-37.8248
Post Oct 2022,X0014602,APPLIED,,607-623 Collins Street MELBOURNE VIC 3000,606461,43,TPMR-2023-4,144.9546898,-37.8192929
Post Oct 2022,X0014803,APPLIED,,65-159 Victoria Street MELBOURNE VIC 3000,108118,0,TPMR-2023-12,144.9576396,-37.80783394
Post Oct 2022,X0015000,APPLIED,,435-437 St Kilda Road MELBOURNE VIC 3004,108631,18,TPM-2023-14,144.9775417,-37.83909815
Post Oct 2022,X0015001,APPLIED,,21-37 Barrett Street KENSINGTON VIC 3031,100818,8,TP-2023-602,144.9351521,-37.79799577
Post Oct 2022,X0015004,APPLIED,,"501-509 King Street, West Melbourne, 3003",105338,5,TP-2019-22/A,144.9511,-37.8081
Post Oct 2022,X0015101,APPLIED,,187-189 Stanley Street WEST MELBOURNE VIC 3003,109019,5,TP-2023-664,144.9461424,-37.81032765
Post Oct 2022,X0015205,APPLIED,,366-422 Abbotsford Street NORTH MELBOURNE VIC 3051,100108,5,TPM-2021-5/B,144.9468176,-37.79748714
Post Oct 2022,X0015506,APPLIED,,"118 City Road, Southbank, 3006",110384,64,TPMR-2019-24/F,144.9629471,-37.8229282
Post Oct 2022,X0015514,APPLIED,,124-126 Jolimont Road EAST MELBOURNE VIC 3002,105127,7,TP-2021-798/A,144.9791577,-37.81768838
Post Oct 2022,X0015602,APPLIED,,"680 Elizabeth Street, Melbourne, 3000",103265,21,TP-2020-609/B,144.9583656,-37.80249304
Post Oct 2022,X0015603,APPLIED,,189-191 Lonsdale Street MELBOURNE VIC 3000,105685,4,TP-2024-177,144.9667499,-37.81121745
Post Oct 2022,X0015606,APPLIED,,"210 Harbour Esplanade, Docklands, 3008",588807,18,TPM-2020-22/B,144.9451755,-37.81318536
Post Oct 2022,X0015700,APPLIED,,640-652 Bourke Street MELBOURNE VIC 3000,101168,71,TPM-2015-26/B,144.9544085,-37.81617703
Post Oct 2022,X0015705,APPLIED,,99-109 Lorimer Street DOCKLANDS VIC 3008,110532,15,ID-2024-4,144.9394049,-37.82425905
Post Oct 2022,X0015706,APPLIED,,99-109 Lorimer Street DOCKLANDS VIC 3008,110532,37,ID-2024-4,144.9394049,-37.82425905
Post Oct 2022,X0015802,APPLIED,,Victoria Harbour Precinct 938 Collins Street DOCKLANDS VIC 3008,106983,17,TPM-2024-10,144.9367403,-37.81977616
Post Oct 2022,X0015805,APPLIED,,268-270 City Road SOUTHBANK VIC 3006,110391,56,TPM-2015-32/C,144.9593463,-37.82606937
Post Oct 2022,X0015811,APPLIED,,137-157 Adderley Street WEST MELBOURNE VIC 3003,100195,9,TP-2017-395/B,144.9468,-37.8101
Post May 16,X0011206,APPROVED,,"1 Spring Street, Melbourne, 3000",108975,32,ID-2021-1,144.9737918,-37.8149934
Post Oct 2022,X0015104,APPROVED,,487-503 Collins Street MELBOURNE VIC 3000,102103,34,TPMR-2023-19,144.9581174,-37.81853998
Post Oct 2022,X0015306,APPROVED,,152-156 Little Lonsdale Street MELBOURNE VIC 3000,106048,26,TP-2023-850,144.9673588,-37.8095022
Post Oct 2022,X0015508,APPROVED,,352-400 Macaulay Road KENSINGTON VIC 3031,615601,8,TPM-2022-13/A,144.9337281,-37.79420456
Post Oct 2022,X0015600,APPROVED,,330-336 Albert Street EAST MELBOURNE VIC 3002,100358,5,TP-2024-158,144.9800272,-37.80965813
Post Oct 22,X0014105,APPROVED,,"310 Lorimer Street, Port Melbourne, 3207",593754,8,TP-2022-749,144.9077846,-37.82456547
Post Oct 2022,X0015300,APPROVED,,73-75 Boundary Road NORTH MELBOURNE VIC 3051,617509,7,TPM-2023-23,144.9391289,-37.79274919
Post Oct 2022,X0014302,APPROVED,,"145-147 Rosslyn Street, West Melbourne, 3003",108413,7,TP-2019-535/A,144.9499596,-37.80925833
Post Oct 2022,X0014504,APPROVED,,"77 Sutton Street, North Melbourne, 3051",617482,12,TPM-2020-54/A,144.9383302,-37.79250491
Post Oct 2022,X0014601,APPROVED,,42-50 Wirraway Drive PORT MELBOURNE VIC 3207,570826,2,TP-2023-318,144.908192,-37.82651064
Post Oct 2022,X0015002,APPROVED,,64-90 Sutton Street NORTH MELBOURNE VIC 3051,616892,1,TP-2023-609,144.9376665,-37.79162168
Post Oct 2022,X0015003,APPROVED,,57-65 Drummond Street CARLTON VIC 3053,102624,3,TP-2022-686/A,144.9673129,-37.80540788
Post Oct 22,X0014006,APPROVED,,559-577 King Street WEST MELBOURNE VIC 3003,105347,9,TPM-2022-20,144.9497506,-37.80696616
Post Oct 2022,X0014807,APPROVED,,"337-347 Elizabeth Street, Melbourne, 3000",103211,3,TP-2023-490,144.9612349,-37.81084437
Post Oct 2022,X0014808,APPROVED,,"68-102 Alfred Street, North Melbourne, 3051",616927,1,TP-2023-496,144.9382666,-37.79014196
Post Oct 22,X0013702,APPROVED,,"508-514 Flinders Street, Melbourne, 3000",103993,6,TP-2018-1174/A,144.9571505,-37.82016598
Post Oct 22,X0014016,APPROVED,,26-30 Flinders Street MELBOURNE VIC 3000,104033,28,TP-2015-568/A,144.9735898,-37.81528537
Post Oct 22,X0014103,APPROVED,,"2-50 Elizabeth Street, Kensington, 3031",103334,5,TPM-2020-63/A,144.9321108,-37.79713459
Post Oct 22,X0014104,APPROVED,,"2-50 Elizabeth Street, Kensington, 3031",103334,9,TPM-2020-63/A,144.9321108,-37.79713459
Post May 16,X0013603,APPROVED,,268-270 City Road SOUTHBANK VIC 3006,110391,56,TPM-2015-32/A,144.9593463,-37.82606937
Post May 16,X0012405,APPROVED,,90-98 Collins Street MELBOURNE VIC 3000,102157,38,TP-2021-855,144.9702848,-37.8140234
Post May 16,X0012003,APPROVED,,"110-120 Dynon Road, West Melbourne, 3003",103009,2,TP-2021-769,144.9320421,-37.80310284
Post May 16,X0012409,APPROVED,,"194-204 Lorimer Street, Docklands, 3008",561106,36,TPM-2022-2,144.932428,-37.82173264
Post May 16,X0012413,APPROVED,,"556 Elizabeth Street, Melbourne, 3000",103284,4,TP-2022-21,144.9595618,-37.80506777
Post May 16,X0009600,APPROVED,,"111 Lorimer Street, Docklands, 3008",691493,29,ID-2020-6,144.9383012,-37.82366888
Post May 16,X0012407,APPROVED,,"473 Docklands Drive, Docklands, 3008",593736,37,TPM-2022-1,144.9364581,-37.81624409
Post May 16,X0012411,APPROVED,,"473 Docklands Drive, Docklands, 3008",593736,24,TPM-2022-3,144.9364581,-37.81624409
Post May 16,X0009403,APPROVED,,850-868 Lorimer Street PORT MELBOURNE VIC 3207,110525,11,ID-2020-5,144.9347,-37.823
Post May 16,X0009404,APPROVED,,850-868 Lorimer Street PORT MELBOURNE VIC 3207,110525,24,ID-2020-5,144.9347,-37.823
Post May 16,X0011600,APPROVED,,"120 Lorimer Street, Docklands, 3008",632854,45,TPM-2021-14,144.9406394,-37.8230168
Post May 16,X0007803,APPROVED,,"9-101 Alfred Street, North Melbourne, 3051",616891,12,TPM-2019-28,144.9381455,-37.79097555
Post May 16,X0008805,APPROVED,,"210 Harbour Esplanade, Docklands, 3008",588807,23,TPM-2020-22,144.9451755,-37.81318536
Post May 16,X0012004,APPROVED,,"273 Victoria Street, West Melbourne, 3003",105013,4,TPM-2020-65/A,144.9528555,-37.80617254
Post May 16,X0010008,APPROVED,,"360 Little Bourke Street, Melbourne, 3000",105874,14,TP-2020-804,144.9619011,-37.81322895
Post May 16,X0009604,APPROVED,,"302 Macaulay Road, North Melbourne, 3051",617432,2,TP-2020-622,144.9364514,-37.79483833
Post May 16,X0011205,APPROVED,,490 Flinders Street MELBOURNE VIC 3000,103996,12,TP-2018-519/A,144.958,-37.82
Post May 16,X0008400,APPROVED,,"68-102 Alfred Street, North Melbourne, 3051",616927,12,TPM-2020-1,144.9382666,-37.79014196
Post May 16,X0008401,APPROVED,,"68-102 Alfred Street, North Melbourne, 3051",616927,9,TPM-2020-1,144.9382666,-37.79014196
Post May 16,X0008403,APPROVED,,"68-102 Alfred Street, North Melbourne, 3051",616927,12,TPM-2020-1,144.9382666,-37.79014196
Post May 16,X0008803,APPROVED,,"600-608 Elizabeth Street, Melbourne, 3000",103277,17,TPM-2020-18,144.9590851,-37.80430846
Post May 16,X0009214,APPROVED,,"12-18 Wellington Parade, East Melbourne, 3002",110015,10,TP-2020-502,144.9894722,-37.81663357
Post May 16,X0009413,APPROVED,,"318-322 Little Collins Street, Melbourne, 3000",105960,12,TP-2020-580,144.9640096,-37.81488658
Post May 16,X0010011,APPROVED,,Freemasons Hospital 162-198 Clarendon Street EAST MELBOURNE VIC 3002,102005,11,TP-2020-838,144.9842,-37.8111
Post May 16,X0008010,APPROVED,,"572-574 Lonsdale Street, Melbourne, 3000",105721,21,TPMR-2019-34,144.9553811,-37.81402688
Post May 16,X0009202,APPROVED,,"383 La Trobe Street, Melbourne, 3000",105457,33,TPMR-2020-52,144.9581378,-37.81163992
Post May 16,X0010005,APPROVED,,57-59 Haig Street SOUTHBANK VIC 3006,110471,39,TPM-2013-2/B,144.957,-37.8276
Post May 16,X0008012,APPROVED,,"8-10 Curzon Place, North Melbourne, 3051",621971,3,TP-2019-1011,144.9485325,-37.80399855
Post May 16,X0009206,APPROVED,,137-157 Adderley Street WEST MELBOURNE VIC 3003,100195,7,TP-2017-395/A,144.9468,-37.8101
Post May 16,X0009803,APPROVED,,"418-420 Bourke Street, Melbourne, 3000",101184,4,TP-2020-689,144.9613506,-37.81453497
Post May 16,X0007414,APPROVED,,"503-509 Victoria Street, West Melbourne, 3003",109757,8,TP-2019-582,144.9428676,-37.80467688
Post May 16,X0008812,APPROVED,,277-321 Footscray Road DOCKLANDS VIC 3008,608589,0,TP-2020-307,144.9404,-37.8118
Post May 16,X0009217,APPROVED,,"473-479 Victoria Street, West Melbourne, 3003",109753,4,TP-2020-504,144.9439091,-37.80486348
Post May 16,X0009211,APPROVED,,"75 Racecourse Road, North Melbourne, 3051",616895,12,TP-2020-460,144.9394179,-37.78945476
Post May 16,X0009801,APPROVED,,"618-630 Elizabeth Street, Melbourne, 3000",103273,16,TP-2020-7/A,144.9589,-37.8037
Post May 16,X0007607,APPROVED,,640-652 Bourke Street MELBOURNE VIC 3000,101168,71,TPM-2015-26/A,144.9544085,-37.81617703
Post May 16,X0005802,APPROVED,,"7-9 Hosier Lane, Melbourne, 3000",104931,11,TP-2019-36,144.969,-37.8164
Post May 16,X0006201,APPROVED,,"87-105 Racecourse Road, North Melbourne, 3051",616843,12,TP-2019-196,144.9389,-37.7898
Post May 16,X0005617,APPROVED,,"577-583 Little Collins Street, Melbourne, 3000",105941,22,TP-2018-1163,144.9556063,-37.81782616
Post May 16,X0006405,APPROVED,,48-50 Villiers Street NORTH MELBOURNE VIC 3051,109861,11,TP-2016-29/A,144.9535,-37.7995
Post May 16,X0007422,APPROVED,,341-347 Queensberry Street NORTH MELBOURNE VIC 3051,107886,9,TP-2017-958/B,144.9567,-37.8041
Post May 16,X0007424,APPROVED,,"118 City Road, Southbank, 3006",110384,58,TPMR-2019-24/B,144.9629471,-37.8229282
Post May 16,X001322,APPROVED,,158-164 City Road SOUTHBANK VIC 3006,110382,65,TPM-2010-8/A,144.9623445,-37.82337644
Post May 16,X0008009,APPROVED,,64-68 Clarendon Street SOUTHBANK VIC 3006,110490,32,TP-2015-60/A,144.9573,-37.8267
Post May 16,X0005618,APPROVED,,300-308 Victoria Street NORTH MELBOURNE VIC 3051,109830,10,TP-2018-1168,144.9563893,-37.80563013
Post May 16,X0005002,APPROVED,,"87-105 Racecourse Road, North Melbourne, 3051",616843,12,TP-2018-770,144.9389291,-37.78983527
Post May 16,X0004412,APPROVED,,14-20 Goldie Place MELBOURNE VIC 3000,104376,13,TP-2014-269/A,144.9607316,-37.81328635
Post May 16,X0003805,APPROVED,,87-89 Queens Bridge Street SOUTHBANK VIC 3006,108049,25,ID-2016-6,144.9609935,-37.82460797
Post May 16,X0001617,APPROVED,,493-495 St Kilda Road MELBOURNE VIC 3004,108641,20,TPM-2016-29,144.9789046,-37.84293232
Post May 16,X0001644,APPROVED,,204-208 Queensberry Street CARLTON VIC 3053,108027,15,TP-2017-85,144.9621355,-37.8042253
Post May 16,X001235,APPROVED,,36-58 Macaulay Road NORTH MELBOURNE VIC 3051,106337,13,TP-2015-533,144.942986,-37.79861103
Post May 16,X001583,APPROVED,,152-154 Queensberry Street CARLTON VIC 3053,108030,13,TP-2013-736/A,144.9638675,-37.80433097
Post May 16,X001293,APPROVED,,93-119 Kavanagh Street SOUTHBANK VIC 3006,706730,56,TPM-2015-18,144.9635897,-37.82570384
Post May 16,X0001661,APPROVED,,48-50 A'Beckett Street MELBOURNE VIC 3000,100171,43,TP-2010-925/E,144.9616417,-37.80857169
Post May 16,X001202,APPROVED,,399-405 Queensberry Street NORTH MELBOURNE VIC 3051,107890,4,TP-2015-82/A,144.9543147,-37.80378674
Post May 16,X0002211,UNDER CONSTRUCTION,,347-367 Macaulay Road KENSINGTON VIC 3031,106304,7,TP-2017-709,144.934782,-37.79523015
Post May 16,X0008016,COMPLETED,2024,681-691 Collins Street DOCKLANDS VIC 3008,620753,6,TP-2019-1020,144.9528,-37.8205
Post May 16,X0007804,UNDER CONSTRUCTION,,130-134 Little Collins Street MELBOURNE VIC 3000,105966,28,TP-2017-826/A,144.9694,-37.8133
Post May 16,X001172,UNDER CONSTRUCTION,,502-506 Albert Street EAST MELBOURNE VIC 3002,100336,13,TP-2015-56,144.9740233,-37.80899949
Post May 16,X0006806,COMPLETED,2024,"1-7 Epsom Road, Kensington, 3031",103364,2,TP-2015-81/A,144.9271746,-37.79398546
Post May 16,X0010609,UNDER CONSTRUCTION,,"366-422 Abbotsford Street, North Melbourne, 3051",100108,5,TPM-2021-5,144.9468176,-37.79748714
Post May 16,X0010610,UNDER CONSTRUCTION,,"366-422 Abbotsford Street, North Melbourne, 3051",100108,5,TPM-2021-5,144.9468176,-37.79748714
Post May 16,X0012807,UNDER CONSTRUCTION,,"132 Kavanagh Street, Southbank, 3006",636830,43,TPMR-2019-29/A,144.9611176,-37.8260833
Post May 16,X0004407,UNDER CONSTRUCTION,,84-88 Leveson Street NORTH MELBOURNE VIC 3051,105631,4,TP-2018-493,144.9518625,-37.80215374
Post May 16,X0007426,UNDER CONSTRUCTION,,"296 Drummond Street, Carlton, 3053",102725,3,TP-2019-654,144.9689893,-37.79909605
Post Oct 22,X0014001,UNDER CONSTRUCTION,,32-44 Flinders Street MELBOURNE VIC 3000,111072,40,TPM-2015-1/B,144.9732,-37.8154
Post Oct 22,X0014002,UNDER CONSTRUCTION,,32-44 Flinders Street MELBOURNE VIC 3000,111072,15,TPM-2015-1/B,144.9732,-37.8154
Post May 16,X0013401,UNDER CONSTRUCTION,,334-342 City Road SOUTHBANK VIC 3006,110401,40,TPM-2014-24/C,144.9574,-37.8278
Post Oct 2022,X0014203,UNDER CONSTRUCTION,,409-413 St Kilda Road MELBOURNE VIC 3004,108626,15,TP-2017-812/B,144.9768612,-37.83736542
Post Oct 22,X0014100,UNDER CONSTRUCTION,,"130-188 Todd Road, Port Melbourne, 3207",692421,1,TP-2022-706,144.9133054,-37.82750775
Post May 16,X0011801,UNDER CONSTRUCTION,,86-94 Pelham Street CARLTON VIC 3053,107554,7,TP-2015-742/C,144.9648,-37.8023
Post May 16,X0009410,UNDER CONSTRUCTION,,"250-260 Albert Street, East Melbourne, 3002",100361,9,TP-2020-574,144.9825767,-37.80993999
Post Oct 22,X0014017,UNDER CONSTRUCTION,,84-90 Queens Bridge Street SOUTHBANK VIC 3006,108056,66,TPM-2013-30/D,144.9599,-37.825
Post Oct 22,X0013802,UNDER CONSTRUCTION,,364-370 Albert Street EAST MELBOURNE VIC 3002,100355,9,TP-2019-835/B,144.9789497,-37.80956912
Post May 16,X0012414,UNDER CONSTRUCTION,,"139-149 Boundary Road, North Melbourne, 3051",616902,12,TPM-2020-2/A,144.9392553,-37.79019229
Post Oct 2022,X0014802,UNDER CONSTRUCTION,,148-156 Queen Street MELBOURNE VIC 3000,101151,51,TPMR-2019-1/D,144.9614717,-37.81501583
Post Oct 22,X0013804,UNDER CONSTRUCTION,,"118-148 Lonsdale Street, Melbourne, 3000",105755,2,TP-2022-553/A,144.9681694,-37.80994515
Post May 16,X0011609,UNDER CONSTRUCTION,,"434-444 Macaulay Road, Kensington, 3031",615581,4,TPM-2021-19,144.9321467,-37.79444081
Post May 16,X0011610,UNDER CONSTRUCTION,,"402-432 Macaulay Road, Kensington, 3031",615587,8,TPM-2021-19,144.9328137,-37.79421598
Post May 16,X0011611,UNDER CONSTRUCTION,,"402-432 Macaulay Road, Kensington, 3031",615587,8,TPM-2021-19,144.9328137,-37.79421598
Post May 16,X0011612,UNDER CONSTRUCTION,,"402-432 Macaulay Road, Kensington, 3031",615587,8,TPM-2021-19,144.9328137,-37.79421598
Post May 16,X0011613,UNDER CONSTRUCTION,,"402-432 Macaulay Road, Kensington, 3031",615587,8,TPM-2021-19,144.9328137,-37.79421598
Post May 16,X0008417,UNDER CONSTRUCTION,,"15-21 Heffernan Lane, Melbourne, 3000",104781,4,TP-2020-102,144.9665432,-37.81169974
Post Oct 2022,X0015500,UNDER CONSTRUCTION,,"346-350 Macaulay Road, Kensington, 3031",615627,8,TPM-2019-30/B,144.9345432,-37.79422438
Post Oct 2022,X0015501,UNDER CONSTRUCTION,,"346-350 Macaulay Road, Kensington, 3031",615627,8,TPM-2019-30/B,144.9345432,-37.79422438
Post Oct 2022,X0015502,UNDER CONSTRUCTION,,"346-350 Macaulay Road, Kensington, 3031",615627,8,TPM-2019-30/B,144.9345432,-37.79422438
Post Oct 2022,X0014301,UNDER CONSTRUCTION,,"19-21 Bourke Street, Melbourne, 3000",101105,3,TP-2019-80/B,144.9724838,-37.81177572
Post Oct 22,X0013700,UNDER CONSTRUCTION,,"183-187 Grattan Street, Carlton, 3053",101259,15,TP-2022-438,144.9627571,-37.80054029
Post May 16,X0009411,COMPLETED,2023,"The District Docklands East Car Park 82 Waterfront Way, Docklands, 3008",593729,14,TP-2020-577,144.9393,-37.8123
Post May 16,X0007400,COMPLETED,2023,293-299 La Trobe Street MELBOURNE VIC 3000,105449,44,TPM-2015-11/B,144.9605,-37.8108
Post May 16,X0009218,COMPLETED,2023,"200 Victoria Parade, East Melbourne, 3002",109658,11,TPM-2017-14/A,144.9789578,-37.80916161
Post May 16,X0004600,COMPLETED,2023,"413-427 Macaulay Road, Kensington, 3031",106309,8,TP-2018-540,144.9327738,-37.794995
Post May 16,X0009204,COMPLETED,2023,263-267 William Street MELBOURNE VIC 3000,110106,21,TP-2017-814/A,144.9566,-37.8129
Post May 16,X0003214,COMPLETED,2023,603-627 Punt Road SOUTH YARRA VIC 3141,107804,3,TP-2018-19,144.9854885,-37.84056533
Post May 16,X0002602,COMPLETED,2023,3 Spring Gardens Street SOUTH YARRA VIC 3141,107786,3,TP-2017-742,144.9852092,-37.84337135
Post May 16,X0006406,COMPLETED,2023,39-51 Hancock Street SOUTHBANK VIC 3006,110462,34,TP-2016-274/A,144.9588,-37.828
Post May 16,X0010010,COMPLETED,2023,111-125 A'Beckett Street MELBOURNE VIC 3000,100156,65,TPM-2015-30/D,144.9602,-37.8097
Post May 16,X000206,COMPLETED,2023,295-305 King Street MELBOURNE VIC 3000,105319,64,TPM-2014-44,144.9539508,-37.81340639
Post May 16,X0011400,COMPLETED,2023,"543 Elizabeth Street, Melbourne, 3000",103237,14,TP-2018-857/A,144.9585,-37.8055
Post May 16,X0010002,COMPLETED,2023,"140 Harbour Esplanade, Docklands, 3008",558180,0,TP-2020-747,144.9474709,-37.81648708
Post May 16,X001558,COMPLETED,2023,101-107 Rosslyn Street WEST MELBOURNE VIC 3003,108410,10,TP-2016-637,144.9509761,-37.80881436
Post May 16,X0001630,COMPLETED,2024,2-12 Elgin Street CARLTON VIC 3053,730357,8,TPM-2017-1,144.974439,-37.79730914
Post May 16,X0013000,APPLIED,,"86-96 Stubbs Street, Kensington, 3031",615433,8,TPM-2021-9/A,144.934955,-37.79248256
Post May 16,X0013002,APPLIED,,"731-735 Bourke Street, Docklands, 3008",609488,49,TPM-2022-8,144.9498282,-37.81922001
Post May 16,X0013004,APPLIED,,"5-17 Flemington Road, North Melbourne, 3051",103810,23,TPM-2022-10,144.955841,-37.80142395
Post May 16,X0013005,APPLIED,,"5-17 Flemington Road, North Melbourne, 3051",103810,18,TPM-2022-10,144.955841,-37.80142395
Post Oct 22,X0013701,APPLIED,,"13 Hawke Street, West Melbourne, 3003",104711,5,TP-2022-462,144.9486324,-37.80612016
Post Oct 22,X0013704,APPLIED,,"156-174 Kensington Road, West Melbourne, 3003",105234,15,TP-2022-481,144.9179043,-37.79896653
Post Oct 22,X0013705,APPLIED,,"156-174 Kensington Road, West Melbourne, 3003",105234,14,TP-2022-481,144.9179043,-37.79896653
Post Oct 22,X0014107,APPLIED,,"11 Haines Street, North Melbourne, 3051",104571,3,TP-2022-762,144.9496617,-37.7991437
Post Oct 2022,X0014800,APPLIED,,62-74 Rankins Road KENSINGTON VIC 3031,615014,3,TP-2023-429,144.9312896,-37.7910065
Post Oct 2022,X0015103,APPLIED,,"41-47 Walsh Street, South Yarra, 3141",109873,4,TP-2022-143/A,144.9846478,-37.83689531
Post Oct 2022,X0015201,APPLIED,,114-128 Flinders Street MELBOURNE VIC 3000,104025,0,TP-2023-758,144.970758,-37.81595693
Post Oct 2022,X0015206,APPLIED,,366-422 Abbotsford Street NORTH MELBOURNE VIC 3051,100108,5,TPM-2021-5/B,144.9468176,-37.79748714
Post Oct 2022,X0015301,APPLIED,,26-28 Blackwood Street NORTH MELBOURNE VIC 3051,101093,16,TP-2023-817,144.955477,-37.80149699
Post Oct 2022,X0015305,APPLIED,,656-658 Elizabeth Street MELBOURNE VIC 3000,103269,15,TP-2017-23/A,144.9584942,-37.80302534
Post Oct 2022,X0015308,APPLIED,,36-38 Cook Street PORT MELBOURNE VIC 3207,640575,2,TP-2023-869,144.9157982,-37.83093016
Post Oct 2022,X0015309,APPLIED,,225-237 King Street MELBOURNE VIC 3000,105313,25,TP-2023-877,144.9547486,-37.81487891
Post Oct 2022,X0015310,APPLIED,,318-322 Little Collins Street MELBOURNE VIC 3000,105960,4,TP-2023-882,144.9640096,-37.81488658
Post Oct 2022,X0015311,APPLIED,,143-149 Abbotsford Street NORTH MELBOURNE VIC 3051,100010,4,TP-2017-143/B,144.9449684,-37.80396555
Post Oct 2022,X0015511,APPLIED,,"140 Harbour Esplanade, Docklands, 3008",558180,18,ID-2024-2,144.9474709,-37.81648708
Post Oct 2022,X0015513,APPLIED,,83-91 Albert Street EAST MELBOURNE VIC 3002,100333,4,TP-2022-537/A,144.985225,-37.81095116
Post Oct 2022,X0015604,APPLIED,,"210 Harbour Esplanade, Docklands, 3008",588807,31,TPM-2020-22/B,144.9451755,-37.81318536
Post Oct 2022,X0015605,APPLIED,,"210 Harbour Esplanade, Docklands, 3008",588807,26,TPM-2020-22/B,144.9451755,-37.81318536
Post Oct 2022,X0015607,APPLIED,,36-42 Clarke Street SOUTHBANK VIC 3006,110395,26,TP-2024-189,144.9587324,-37.82659416
Post Oct 2022,X0015702,APPLIED,,"396-400 Spencer Street, West Melbourne, 3003",108949,12,TP-2020-549/A,144.9508615,-37.81114222
Post Oct 2022,X0015703,APPLIED,,99-109 Lorimer Street DOCKLANDS VIC 3008,110532,56,ID-2024-4,144.9394049,-37.82425905
Post Oct 2022,X0015704,APPLIED,,99-109 Lorimer Street DOCKLANDS VIC 3008,110532,45,ID-2024-4,144.9394049,-37.82425905
Post Oct 2022,X0015707,APPLIED,,85-87 Faraday Street CARLTON VIC 3053,730195,3,TP-2024-270,144.9715103,-37.79930924
Post Oct 2022,X0015800,APPLIED,,Victoria Harbour Precinct 938 Collins Street DOCKLANDS VIC 3008,106983,29,TPM-2024-9,144.9367403,-37.81977616
Post Oct 2022,X0015801,APPLIED,,Victoria Harbour Precinct 938 Collins Street DOCKLANDS VIC 3008,106983,29,TPM-2024-10,144.9367403,-37.81977616
Post Oct 2022,X0015812,APPLIED,,112-122 Jolimont Road EAST MELBOURNE VIC 3002,105128,2,TP-2024-421,144.9791268,-37.81786791
Post Oct 2022,X0015813,APPLIED,,"570-576 Little Bourke Street, Melbourne, 3000",105384,25,TP-2020-33/A,144.9553088,-37.81478623
Post Oct 2022,X0015815,APPLIED,,436-450 Lonsdale Street MELBOURNE VIC 3000,105733,24,TPMR-2024-12,144.958971,-37.81294357
Post Oct 2022,X0015102,APPROVED,,522-552 Flinders Lane MELBOURNE VIC 3000,103960,29,TPMR-2023-18,144.9559213,-37.8194277
Post Oct 2022,X0015601,APPROVED,,"104 Franklin Street, Melbourne, 3000",104098,39,TPMR-2021-10/B,144.959341,-37.80809509
Post Oct 2022,X0015608,APPROVED,,"66 Jolimont Street, East Melbourne, 3002",105138,8,TP-2018-204/D,144.9805,-37.8182
Post Oct 2022,X0014806,APPROVED,,66-68 Batman Street WEST MELBOURNE VIC 3003,100856,0,TP-2023-477,144.9508476,-37.81060129
Post Oct 2022,X0014901,APPROVED,,24 Little Docklands Drive DOCKLANDS VIC 3008,698068,24,TPM-2023-13,144.9401322,-37.81243429
Post Oct 22,X0013805,APPROVED,,2-12 Barrett Street KENSINGTON VIC 3031,100823,6,TPM-2022-15,144.933782,-37.7968377
